time,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,p,q,r,ctrl_thrust,z_ref
9.096,-2.0837363960635758e-18,6.841057746489651e-18,1.2681969436174838,-6.153731023811448e-19,4.0746675313311343e-19,-0.00022247120878767854,6.68762458821662e-17,-1.6397568283706404e-17,3.4144372519849804,5.846859185962843e-18,-1.8333436762479618e-18,0.0027266287223349146,0.4947675881432104,1.0
9.104000000000001,-2.088641545323e-18,6.844407021199203e-18,1.268195212292157,-6.131436574279917e-19,4.186593386940131e-19,-0.00021641566586157632,6.930759875525634e-17,-1.7177434298191325e-17,3.415680388313428,5.305183752379571e-18,-1.6981805700880635e-18,0.002712102747821343,0.4947649284476189,1.0
9.112,-2.0935307247719668e-18,6.8486934122080894e-18,1.2681935281344634,-6.111474311208664e-19,5.357988761108e-19,-0.00021051971169317184,7.090905334675825e-17,-1.7860492959459844e-17,3.4169166998651757,3.494656639894694e-18,-1.4869024605850382e-18,0.0026972133948024927,0.4947623355552603,1.0
9.120000000000001,-2.098408931463351e-18,6.8538258991869206e-18,1.2681918898997602,-6.097758364230159e-19,6.415608723539103e-19,-0.00020477933789807179,7.173763767412066e-17,-1.845149095984922e-17,3.418146022271488,1.808540446434089e-18,-1.2860190388184686e-18,0.00268196544483717,0.4947598079165899,1.0
9.128,-2.103279863946667e-18,6.859719947980023e-18,1.2681902963747276,-6.088665604144917e-19,7.367560991378131e-19,-0.0001991906290696639,7.184816646819857e-17,-1.895501463208446e-17,3.419368193369115,2.4200681187267453e-19,-1.0951772289616213e-18,0.0026663637095393185,0.49475734401215343,1.0
9.136000000000001,-2.1081520805810056e-18,6.864538368378317e-18,1.2681887463766397,-6.090270792923336e-19,6.023025497868196e-19,-0.00019374976097348128,7.248562895533177e-17,-1.944947434057758e-17,3.4205830532136074,1.3916156730085771e-18,-1.0754054137487661e-18,0.002650413029582277,0.49475494235338957,1.0
9.144,-2.1130280271996275e-18,6.868396097905955e-18,1.26818723875265,-6.094933273277423e-19,4.822161909547103e-19,-0.0001884529986935697,7.357018459983968e-17,-1.9930897913547535e-17,3.42179044409218,2.3670386019723525e-18,-1.0469459179203273e-18,0.0026341182737044206,0.49475260148147593,1.0
9.152000000000001,-2.117908706347343e-18,6.872215814756494e-18,1.2681857723790912,-6.100848934644442e-19,4.77464606317297e-19,-0.0001832966948479904,7.447316348932039e-17,-2.0361234591867643e-17,3.4229902105361214,1.9709146843540894e-18,-9.354674056462968e-19,0.002617484337716366,0.49475031996717644,1.0
9.16,-2.1227976767818453e-18,6.87584756517271e-18,1.2681843461607887,-6.111213043127948e-19,4.539688020270009e-19,-0.00017827728781354704,7.529355155201635e-17,-2.0747768415531052e-17,3.424182199332751,1.7907420235526067e-18,-8.398872130727052e-19,0.00260051614350984,0.49474809641043793,1.0
9.168000000000001,-2.1277000597001874e-18,6.878463559410559e-18,1.2681829590303888,-6.127978647927421e-19,3.26999279731174e-19,-0.00017339129997464412,7.659009716007925e-17,-2.1126067046681204e-17,3.4253662595369176,2.829567675245342e-18,-8.218956955677447e-19,0.0025832186380684544,0.49474592943995777,1.0
9.176,-2.1326160905670598e-18,6.880925515455153e-18,1.2681816099477008,-6.14503858359052e-19,3.0774450557420137e-19,-0.0001686353359981692,7.777487483071866e-17,-2.1460694103901398e-17,3.426542242482049,2.585737384370596e-18,-7.265869033694771e-19,0.002565596792480482,0.4947438177130047,1.0
9.184000000000001,-2.1375479104145093e-18,6.883345944129497e-18,1.2681802978990517,-6.164774809311783e-19,3.025535842929619e-19,-0.00016400608111911754,7.876818128205236e-17,-2.174759419196986e-17,3.42771000179075,2.1680191348630655e-18,-6.224385533026082e-19,0.0025476556009537696,0.4947417599143128,1.0
9.192,-2.142498227199555e-18,6.885638057545856e-18,1.2681790218966558,-6.187895981306986e-19,2.8651417704477733e-19,-0.00015950029949250168,7.962595496211279e-17,-2.199131703901542e-17,3.4288693933849457,1.8723373260360516e-18,-5.282245056516818e-19,0.002529400079833024,0.4947397547567981,1.0
9.200000000000001,-2.147469267027965e-18,6.8877212067121044e-18,1.2681777809779957,-6.213799785512665e-19,2.6039364578107006e-19,-0.00015511483250237948,8.040037392371843e-17,-2.219596629360474e-17,3.430020275495585,1.6904882788093652e-18,-4.429690487400159e-19,0.0025108352666195046,0.49473780097995335,1.0
9.208,-2.1524608994521966e-18,6.89052806744576e-18,1.2681765742052185,-6.239540530289649e-19,3.508575917068914e-19,-0.00015084659716709428,8.045691783602788e-17,-2.2322972256367655e-17,3.431162508671885,1.2432781165510203e-19,-2.7358594314415934e-19,0.0024919662189933764,0.4947358973502839,1.0
9.216000000000001,-2.1574773270223995e-18,6.8930387756971326e-18,1.2681754006645423,-6.270534462753822e-19,3.138385314216048e-19,-0.00014669258451855365,8.048672245006393e-17,-2.2416257341093854e-17,3.4322959557901354,6.59890191836514e-20,-2.0004344352725267e-19,0.002472798013838827,0.4947340426604899,1.0
9.224,-2.162522068211097e-18,6.8944969031745404e-18,1.268174259465678,-6.305926485872214e-19,1.8226593467595445e-19,-0.00014264985803019785,8.100241548688234e-17,-2.2508714534490793e-17,3.433420482062055,1.1260294941131435e-18,-1.982529207807446e-19,0.002453335746272064,0.49473223572920844,1.0
9.232,-2.1675923175433025e-18,6.89671131147127e-18,1.2681731497412614,-6.337811665256493e-19,2.76801037091193e-19,-0.00013871555206097357,8.077626515027125e-17,-2.2524629055928202e-17,3.4345359550427057,-4.9242712275054755e-19,-3.1284400835664284e-20,0.002433584528672411,0.4947304754005065,1.0
9.24,-2.172692778533569e-18,6.898660655001353e-18,1.2681720706462987,-6.375576237833212e-19,2.4366794126026117e-19,-0.00013488687032920348,8.050121550124362e-17,-2.2508204346918454e-17,3.4356422446379606,-5.991167575180241e-19,3.9230013725636836e-20,0.0024135494897165426,0.494728760543348,1.0
9.248,-2.1778236401449213e-18,6.9003392553475015e-18,1.2681710213576234,-6.413577014190496e-19,2.0982504326856884e-19,-0.00013116108441879452,8.018185392143553e-17,-2.246032330818149e-17,3.4367392231115326,-6.957997197884348e-19,1.0781607527461954e-19,0.0023932357734161177,0.49472709005151294,1.0
9.256,-2.182985941288804e-18,6.901742319915392e-18,1.268170001073365,-6.452876429853297e-19,1.7538307098631725e-19,-0.00012753553229018458,7.982228860327909e-17,-2.2382025837445377e-17,3.437826765091567,-7.835213620033401e-19,1.741315106267553e-19,0.0023726485381588905,0.4947254628429619,1.0
9.264,-2.188178849859205e-18,6.903745718731649e-18,1.2681690090124302,-6.491135713001444e-19,2.5042485203215424e-19,-0.00012400761682938757,7.882973830508313e-17,-2.2237296153515515e-17,3.438904747576793,-2.164493102654143e-18,3.1900724635703357e-19,0.0023517929557533893,0.49472387785934246,1.0
9.272,-2.1934041259408225e-18,6.906284843148858e-18,1.2681680444139949,-6.531595102022059e-19,3.1739055215116415e-19,-0.00012057480442671255,7.725076320486042e-17,-2.2029845000352082e-17,3.439973049942236,-3.443888940108381e-18,4.557627239983615e-19,0.002330674210477395,0.49472233406572397,1.0
9.28,-2.1986637545863003e-18,6.9083566442873525e-18,1.2681671065370064,-6.574535806847343e-19,2.589751423117422e-19,-0.00011723462357135907,7.576975828728362e-17,-2.1802958176115628e-17,3.4410315539444993,-3.2301681689873874e-18,4.980739982070807e-19,0.002309297498130319,0.4947208304501992,1.0
9.288,-2.2039581082526858e-18,6.909973248619825e-18,1.2681661946596987,-6.617942082981919e-19,2.0207554155904527e-19,-0.00011398466346992666,7.438265349180665e-17,-2.15570500679897e-17,3.442080143726616,-3.025327593945865e-18,5.394858611441638e-19,0.0022876680250895672,0.4947193660233221,1.0
