pareto_id,c0,c1,c2,c3,c4,theta_root,theta_mid,theta_tip,tc_root,tc_tip,camber,RPM,P_total,FM,T_margin_pct,T_margin_pct_rhomin,f1_bending_hz,blade_mass_kg,feasible,robust_feasible
17,0.10709063282230284,0.13858277037675873,0.14979864240630603,0.11995936456417765,0.016689766352348496,11.42288030978223,24.9052748914351,14.730406901335702,0.20884709240152496,0.1182446693544811,0.05983737434683259,3012.844038238898,680.3819404256849,0.4641773413171445,220.78400675459116,156.2147628341973,189.74256999545463,0.6230044888391497,1,1
42,0.11625465522244745,0.13858277037675873,0.14979864240630603,0.11955729393513584,0.016689766352348496,11.42288030978223,24.902421285658875,3.7514544434979653,0.20892279954648624,0.11860799674763459,0.05983737434683259,3012.844038238898,680.8579380226296,0.4638104464720934,220.7644666445284,156.2303430142538,194.42589522109458,0.6397058815157736,1,1
0,0.04855604992680946,0.13666205073756246,0.14934976556702298,0.11987378098450502,0.01653867891976062,6.9091894037858905,24.97455090801344,14.755846415280754,0.1898132062315916,0.11704505777869205,0.059804571108852456,3022.888433616819,681.5369187634669,0.46041321058494084,219.40840496837816,155.0650913074529,166.05559288579911,0.5126698979631636,1,1
1,0.04855604992680946,0.13666205073756246,0.14949124306217598,0.11987378098450502,0.01653867891976062,6.9091894037858905,24.97455090801344,14.755846415280754,0.19887406836130284,0.11704505777869205,0.059804571108852456,3021.3270117877123,680.7127912792308,0.46040099715407834,219.14521908529713,154.8548861299627,171.7349516866172,0.5283241463593702,1,1
11,0.09744240023089572,0.13735539001295857,0.14844263440905883,0.11991640446565058,0.015129055561130353,6.129364942473673,24.92039191838655,6.408887203299463,0.09927651138328228,0.10984597293269727,0.05929115924090955,3010.0484811963956,670.3896336875364,0.45911821478847986,215.32333193631365,151.86321921374622,113.65757029813345,0.37473050096301047,1,1
2,0.04924530387618854,0.13833511883019764,0.1413844938424993,0.11996163482392617,0.01646839921080396,6.90918978763825,24.99617785183992,2.8485999845638164,0.20801706659042404,0.11799492408995375,0.059800479661006316,2938.7077107470345,622.4771550106717,0.4563760150511014,198.91821789648782,138.7029366850812,171.5435533039769,0.5277361191642561,1,1
27,0.10709063282230284,0.10140125869939477,0.14979864240630603,0.11990020671967522,0.016689766352348496,8.353129313001642,24.9052748914351,14.883968073823802,0.1595410130829184,0.10376393572475498,0.05808031528662006,3013.8158383926893,662.5651725521756,0.45487797438645317,210.9356889624445,148.43060217809509,135.2341757095616,0.43347705800508807,1,1
5,0.09744240023089572,0.13735539001295857,0.14842325746809873,0.11980747198175123,0.015129055561130353,6.129364942473673,24.97258350766556,6.730259510349675,0.09826992936250158,0.10984597293269727,0.05978206219160787,2736.8168239375927,509.42033569806074,0.45350740266520245,160.4325941887563,108.0050075327815,110.97756673045836,0.3725802348909247,1,1
21,0.125237418476843,0.13748163716032172,0.14573839079863493,0.11984595674203766,0.01903842582750582,7.3556687360809185,24.558800055513476,13.570756165109987,0.1473496684425533,0.11046719131244066,0.05886515427370839,2736.664308711233,511.84861211994223,0.45322103467824004,161.14955502317554,108.53802414279983,145.87533947457882,0.5004133423353304,1,1
56,0.10709060794792598,0.10140125869939477,0.14502955184135932,0.11940544396100548,0.01668908911531715,8.353129313001642,24.442406604837863,14.883968073823802,0.1595410130829184,0.10885959850438441,0.05808031528662006,3013.8158383926893,655.4433210010219,0.45301476800382706,207.85997734367396,145.9701695136951,133.5118503748932,0.42975330592755073,1,1
28,0.12410135089106972,0.09973014188662986,0.12252034741471668,0.11993829934874779,0.018553366073405745,27.0541896209769,24.543296199057632,10.111761693328312,0.20798577113780126,0.11796072695931387,0.04870599340645347,2951.6967461427685,607.401781645255,0.45261128983101767,192.45285200947285,133.71392259259807,156.96129626106162,0.5005740748694064,1,1
44,0.1137819495438202,0.10140125869939477,0.14955093918996726,0.11112787251119569,0.016689766352348496,8.353129313001642,24.92051576641343,14.730406901335702,0.15918545375724516,0.11586535195917615,0.05808031528662006,3013.8158383926893,625.2589196464318,0.44991547454945596,196.97196270204736,137.26552466250305,144.96792504086136,0.44378981710546034,1,1
18,0.09686164071491096,0.13732225508500356,0.14842347966475378,0.1198825059137911,0.015134263647211484,6.165949342628796,24.972441957504433,6.508819291926619,0.09821428412085771,0.10997852356409175,0.05978477640103249,2559.421190731366,420.4055467893371,0.4494792133489642,127.77545939651742,81.9148138374188,109.59612599283949,0.3723160650452361,1,1
30,0.1222424393420398,0.10062811650526929,0.14834790183447905,0.11791273510847346,0.016049329941627086,27.0541896209769,24.543296199057632,10.184265368367097,0.1597199152373234,0.11031745895747934,0.0598030605285726,2403.418895405216,345.00708058553676,0.44852153413735585,99.37120617083536,59.3050869409868,140.1463242690921,0.45859785582560575,1,1
31,0.11588638385844865,0.1379318532821835,0.14502686764942888,0.11959340918450109,0.01653787830309236,5.854893831683912,24.406646847978045,14.727536142907791,0.18856378529032763,0.11721884880917947,0.05953884886921445,2598.2217137107846,434.9252149555003,0.44768467640727566,132.3696705762913,85.5547687936651,173.09405071232655,0.5801077780040474,0,0
32,0.04727467401470142,0.11537309871451379,0.14934974763056139,0.10582732602745097,0.01653865284381739,11.896001611953203,24.97455090801344,8.667203450453883,0.15556594956580516,0.1159771989706198,0.059804571108852456,2739.3239108537964,468.4390699606414,0.4473996244522848,144.0548157665508,94.9695136067916,139.017744852386,0.3847749834223401,0,0
43,0.12215529308422389,0.10041049320252049,0.14592882723194747,0.11677610068286026,0.018859194350914116,24.693024712550944,24.586863987511066,14.241353192359961,0.22575266787487452,0.11033590895998574,0.05431922770475244,2413.5177810448813,347.4244710598391,0.4473925280912872,99.96515278377078,59.7808036299849,181.2807593241027,0.5693255478340813,1,1
15,0.097350039177833,0.14368218091485338,0.1497998746422633,0.11727960327513115,0.01776106322163245,26.075219640022183,17.48705770664668,14.097218990316566,0.14877154652357089,0.11699222966436316,0.059354097867819526,2027.8275425086633,220.58976362067918,0.4471530894950079,47.66671905274418,17.952176819106768,145.60927142745476,0.4933645236933293,1,1
58,0.107332369359578,0.07687600657564196,0.14959051692065317,0.1199629951071005,0.019032812657504044,7.8041690168113655,24.98307918045991,14.690202925523947,0.18199830790556115,0.11827937919569179,0.05983788313616017,2755.8143649932977,509.6331463069328,0.44550617005022963,157.43197665029817,105.7267248275279,143.79136071011706,0.4584465160754556,1,1
9,0.09452429789826791,0.13697773508275643,0.1478697394951093,0.11733381952712238,0.01621077776496652,26.59287198493584,17.385039870501803,14.097218990316566,0.16001169718064528,0.10961478250081935,0.059354097867819526,2027.8275425086633,217.78044330448887,0.44487631211448647,45.91289397102758,16.55535585598542,145.2835706281384,0.48086312511732726,1,1
40,0.11649639175972262,0.07687600657564196,0.14959051692065317,0.11956111630880117,0.019032812657504044,7.8041690168113655,24.98022666865725,3.7643274138000455,0.18207401505052245,0.11864270658884529,0.05983788313616017,2755.8143649932977,507.9686663028177,0.44454589129722094,156.50189694868635,104.93944436613836,149.32586075716063,0.47406637686029074,1,1
35,0.10719609807204272,0.13881368815015335,0.1450875047083683,0.10568804609864975,0.016541242615095694,8.353129313001642,24.896273645146227,14.38439604935535,0.16062611462210244,0.10890251182512213,0.05946425803871072,2605.70868478074,403.29245950424246,0.4430713099967977,119.44080393361563,75.25544861200983,159.23054077976929,0.4735639104911484,1,1
46,0.10703992780722828,0.13881220353337118,0.1450875047083683,0.10508384242377346,0.016541242615095694,8.353129313001642,24.44258587872582,14.794629020285168,0.1606913682639011,0.10881037637501967,0.054237098523640837,2601.1132829764124,397.88882064198276,0.4413094121660476,116.89931626631913,73.17936651500341,159.68633875781177,0.4723079502049048,1,1
26,0.11588638385844865,0.1379318532821835,0.14502705573312794,0.10568690167467819,0.016537852227149128,5.854893831683912,24.406646847978045,6.708228647638196,0.1543165286245412,0.11721884880917947,0.05953884886921445,2598.2217137107846,399.64877708118394,0.4404557232093984,117.25780900113199,73.46480076850588,158.87207177825977,0.4842032919093656,1,1
10,0.10718051667230716,0.13881368815015335,0.14101041833289488,0.10589157578944407,0.015100049424962427,8.369269909007299,24.896273645146227,11.041383269007671,0.15968603953190597,0.10890251182512213,0.05946425803871072,2525.4149512675554,365.5725608366758,0.4398788034580536,104.54678080408372,63.35481787881345,155.79188620099035,0.46253675315071163,1,1
48,0.10716195606431221,0.13697773508275643,0.1290622876494488,0.11733158954942878,0.018714814206825938,26.59287198493584,17.385039870501803,14.024697436849502,0.18840169537614765,0.10961478250081935,0.05409135947902879,2036.9057642676512,215.81371203307285,0.43903001909305095,43.759669520519616,14.85388655055202,154.5920779178645,0.5082705036331978,1,1
29,0.11310323460949295,0.037837405047628614,0.14463085466813158,0.1198944720320457,0.017174866623758677,7.990657787242961,24.978896291372912,7.601048078041227,0.18927726855316412,0.10431265699533106,0.05976953022847591,3002.1309425085697,629.2472668907118,0.4389394936935456,193.363151437683,134.47063759702297,148.30892128678707,0.4091617966212018,0,0
59,0.10731153185646469,0.10059669780852237,0.14592882723194747,0.1165034570572837,0.018859194350914116,8.78998800051899,24.577256437061422,14.241353192359961,0.22575266787487452,0.11033590895998574,0.053812463036259243,2413.982244276608,342.81157677029296,0.4387670299313505,95.63559493778536,56.28736713967108,169.4662005467454,0.5378293638182126,1,1
25,0.05624495836005512,0.14341871413188806,0.1496363964094353,0.11692287854092534,0.016603938639159863,6.950563773454851,24.974683945750026,5.170609800598683,0.2088404840453577,0.11803022515673135,0.054175680850002794,2190.5456177423903,265.456837298036,0.43861302253600204,64.93210049757585,31.66812772383045,183.74268803657526,0.5642958824195509,1,1
57,0.09436480304360724,0.13697773508275643,0.12931470132715855,0.11733158954942878,0.018714814206825938,28.706808179130654,17.385039870501803,14.024697436849502,0.18840567187130944,0.10961478250081935,0.05409135947902879,2031.9795422479185,214.3887882730522,0.438369498721001,42.98259137213045,14.231985691621807,150.13097176442602,0.48993497588999024,1,1
50,0.10710239878962008,0.09896874957631505,0.14977718682224708,0.11945808661145954,0.018959193408995993,7.3333883534823725,23.72311056879484,7.501000244715126,0.18509669089307687,0.10377785570172644,0.054207798809127496,2237.9838038174166,282.79608534790134,0.4356898498724482,71.27295420831268,36.81889128582701,143.88265874667078,0.4729171708452265,1,1
34,0.05463586051840409,0.13786716458434412,0.1358115294361097,0.11993940981310537,0.015016995767493975,6.124203934082141,24.70188998509812,3.503102964514089,0.17120039810832416,0.11733371409383371,0.05785730094482837,2174.3461547924067,256.74588212463703,0.43310510553535914,59.950680317997,27.67463926731326,141.57188987054056,0.4549305769364631,0,0
24,0.11500962125562936,0.03386093705053128,0.14455676379034077,0.1199781375563638,0.018994914052570252,6.9423431711198,24.970657047890153,3.7643274138000455,0.20811555268207763,0.11806238259679665,0.05983788313616017,2748.042918704879,488.1608426909869,0.4324346155764825,145.2320106694975,95.95210443768391,162.4672599678299,0.4564095312288726,1,1
38,0.1222424393420398,0.041967046891078094,0.14144724098645245,0.11990829526586715,0.016049329941627086,27.0541896209769,24.543296199057632,10.59722503136549,0.16849045831008344,0.11031745895747934,0.0598030605285726,2385.212346943525,324.5560910061231,0.4318978279799799,86.65319181765032,49.15049736722439,138.96949317268482,0.39931248550012677,1,1
7,0.09546081073098796,0.04267582613983677,0.14817307930802134,0.1198825059137911,0.016977764446232314,5.875141856661339,23.642133930759467,6.508819291926619,0.15561700260178413,0.11671082438445732,0.0500478999940023,2565.4638998465807,401.754751543155,0.43132918846839663,114.99819389680911,71.79578772054951,123.42251859835116,0.36357174988014146,0,0
16,0.11888036066503789,0.0426881190892404,0.14953934688398976,0.1198825059137911,0.016279448235818342,5.875141856661339,24.97246516948385,5.416188056106455,0.15563972925155917,0.11671082438445732,0.0500478999940023,2576.8654325622574,405.1047695616585,0.4311504773718749,116.13198892702155,72.69201240956677,136.29916569637172,0.4009925955646241,1,1
22,0.11402328541390543,0.032545833775104484,0.14962610607843113,0.11795016461507962,0.04312609295326046,24.678846774423484,24.93321448605273,12.906945006425472,0.14839173490156318,0.11908376483631841,0.05421582450851743,2283.463530002514,315.73621370436007,0.4308208365967438,82.95135446704181,46.18063735164999,118.7408549644181,0.38823618006801003,0,0
36,0.09744240023089572,0.13735539001295857,0.14105923568003412,0.11243025084716399,0.015129055561130353,6.129364942473673,24.932743533792937,11.083881168383183,0.09826992936250158,0.1179280148127174,0.05978206219160787,2049.763128813605,209.21045414165428,0.4283121173621772,38.510934851162524,10.611076612687608,107.64265399009972,0.3602594068431366,1,1
45,0.049252171877880335,0.03557146386684441,0.14987869996881614,0.11982333703554729,0.023416053604969463,8.005145461484586,24.592348264178003,12.3674557086144,0.1572333383630377,0.11715372250615355,0.0597688297818609,2294.256982379046,300.6358223826822,0.4273918469725193,76.12981228912277,40.73953912993142,113.78945611535188,0.3220153136981382,0,0
41,0.04922699669944908,0.10115358203240216,0.14104840865090246,0.11820417403607553,0.016476023384476755,6.90918978763825,24.958823345030275,2.8485999845638164,0.1587109872705742,0.10435415363540161,0.05827921800761296,2043.4770673495657,210.25072819733586,0.4257455539815477,38.413988987395165,10.545627379675704,114.27718643097214,0.35383827226198283,1,1
