time,x,y,z,vx,vy,vz,roll,pitch,yaw,p,q,r,z_ref
2.856,1.3895795968398265e-22,-1.6376501890521629e-18,1.2592008773637289,2.213904754369802e-23,-2.0704570481055716e-18,-0.005468177297927521,-7.927842943717616e-19,-2.2750882439774804e-22,4.310599004101223e-07,-2.0889119128768666e-18,-6.401768476942904e-22,8.655918976322181e-07,1.0
2.864,1.390548957496905e-22,-1.6544894218007098e-18,1.2591570045814926,1.2117008213482529e-23,-2.1049040935683622e-18,-0.005484097779533361,-8.039982619267114e-19,-2.3292789647906764e-22,4.378688268128835e-07,-1.4017459441727832e-18,-6.780635335966334e-22,8.511158003451558e-07,1.0
2.872,1.3914333023920833e-22,-1.6706194033995062e-18,1.2591130092074396,1.1054311189725834e-23,-2.0162476998495403e-18,-0.005499421756628659,-8.213579371095944e-19,-2.37793871035839e-22,4.44561531153245e-07,-2.1699593976634823e-18,-6.08926696376914e-22,8.365880425451754e-07,1.0
2.88,1.3915460003509123e-22,-1.6869486164062227e-18,1.259068895892643,1.4087244853644927e-24,-2.0411516258395682e-18,-0.005514164349581742,-8.340448372547028e-19,-2.4290855194809674e-22,4.5113762223021737e-07,-1.5858625179409734e-18,-6.400154939955529e-22,8.220113846215533e-07,1.0
2.888,1.3902463982222883e-22,-1.7043862472414412e-18,1.2590246691702156,-1.6245026607801105e-23,-2.179703854402312e-18,-0.005528340303419046,-8.312452937894375e-19,-2.4901752052818966e-22,4.575967308525476e-07,3.4994293335675586e-19,-7.642933406268736e-22,8.073885777912836e-07,1.0
2.896,1.3882842336847797e-22,-1.7219540505275516e-18,1.258980333458239,-2.4527056718858088e-23,-2.1959754107638103e-18,-0.005541963997064652,-8.245637342854028e-19,-2.5520971427901165e-22,4.6393850976237645e-07,8.35194938204182e-19,-7.74680517276062e-22,7.927223637286072e-07,1.0
2.904,1.3851012709756574e-22,-1.7404391904899612e-18,1.2589358930626202,-3.978703386402762e-23,-2.3106424953012077e-18,-0.005555049452353458,-8.046874916337999e-19,-2.621322753089226e-22,4.7016263355543015e-07,2.4845303316516104e-18,-8.659539200713774e-22,7.780154741317147e-07,1.0
2.912,1.381466783138744e-22,-1.7588147448231384e-18,1.2588913521798775,-4.5431097961416004e-23,-2.296944291647134e-18,-0.0055676103428466805,-7.83846079770349e-19,-2.688513552442725e-22,4.7626879859828875e-07,2.6051764831340057e-18,-8.404912324289227e-22,7.632706303573188e-07,1.0
2.92,1.3767013592937824e-22,-1.7780140669942733e-18,1.2588467148998583,-5.9567798062021e-23,-2.399915271391851e-18,-0.005579660002394029,-7.510336739708574e-19,-2.76157144812663e-22,4.82256722942451e-07,4.101550725140416e-18,-9.137981175389895e-22,7.484905430202908e-07,1.0
2.928,1.3715200586427753e-22,-1.797082466311656e-18,1.25880198520839,-6.47662581375888e-23,-2.3835499146728597e-18,-0.005591211433528624,-7.176599257392442e-19,-2.831823580777162e-22,4.881261462352176e-07,4.17171852915685e-18,-8.786904321581492e-22,7.336779115958103e-07,1.0
2.936,1.3652954534763364e-22,-1.8168924190480574e-18,1.258757166989865,-7.780756458048719e-23,-2.4762440920501753e-18,-0.005602277315624439,-6.734759484017385e-19,-2.9065429486185063e-22,4.93876829627633e-07,5.522997167394462e-18,-9.344920968898092e-22,7.188354240519341e-07,1.0
2.944,1.3580473632061868e-22,-1.8374414847325367e-18,1.2587122640297619,-9.060112837687004e-23,-2.5686332105599387e-18,-0.005612870012882502,-6.186349602422197e-19,-2.9852243846002737e-22,4.995085556792854e-07,6.855123520147238e-18,-9.839727506887018e-22,7.039657564565505e-07,1.0
2.952,1.3505316682975536e-22,-1.8577203629815366e-18,1.2586672800171053,-9.394618635791475e-23,-2.5348597811249957e-18,-0.005623001582087836,-5.652559790317835e-19,-3.0587509643567705e-22,5.050211282602034e-07,6.67237265151275e-18,-9.194901397518731e-22,6.890715726147228e-07,1.0
2.96,1.3420319858173317e-22,-1.8786802763708923e-18,1.2586222185468636,-1.0624603100277207e-22,-2.619989173669459e-18,-0.005632683780215337,-5.022129185543741e-19,-3.1353561537860143e-22,5.104143724497953e-07,7.880382559884966e-18,-9.579246878923893e-22,6.741555236990037e-07,1.0
2.968,1.3339146402535872e-22,-1.898438708225575e-18,1.258577083122289,-1.0146681954680583e-22,-2.469803981835329e-18,-0.005641928071817068,-4.519994258092191e-19,-3.1985751403679397e-22,5.156881344328519e-07,6.27668659335315e-18,-7.905518503231609e-22,6.592202478820711e-07,1.0
2.976,1.3253787135748128e-22,-1.918014252384064e-18,1.2585318771571992,-1.0669908348468132e-22,-2.4469430198111306e-18,-0.005650745636249305,-4.0268186479765043e-19,-3.257707282305506e-22,5.208422813926253e-07,6.164695126654059e-18,-7.394270962805411e-22,6.442683699716716e-07,1.0
2.984,1.3158281200737698e-22,-1.938226438706408e-18,1.2584866039782014,-1.1938241876303623e-22,-2.526523290292943e-18,-0.0056591473747157,-3.446838967435485e-19,-3.3197339456902717e-22,5.258767014010826e-07,7.249746006969691e-18,-7.755684518810431e-22,6.293025010571643e-07,1.0
2.992,1.305949063684274e-22,-1.958142105117581e-18,1.2584412668268643,-1.234882048686974e-22,-2.4894583013966377e-18,-0.005667143917140153,-2.892308628617728e-19,-3.376271399489342e-22,5.307913033063488e-07,6.931629235427629e-18,-7.069128874062158e-22,6.143252381582862e-07,1.0
3.0,1.2957387871911247e-22,-1.9777116541858303e-18,1.2583958688618333,-1.2762845616436716e-22,-2.446193633531174e-18,-0.005674745628867652,-2.3706674946016557e-19,-3.427158891910752e-22,5.355860166173578e-07,6.520514175404778e-18,-6.362513706530859e-22,5.99339163876123e-07,1.0
3.008,1.2844483876608162e-22,-1.9979605411547445e-18,1.2583504131608956,-1.4112999412885502e-22,-2.531110871114284e-18,-0.005681962617205449,-1.7618210183529294e-19,-3.481195417831671e-22,5.402607913858769e-07,7.610580953310918e-18,-6.755773143429308e-22,5.843468460648892e-07,1.0
3.016,1.2728222761017172e-22,-2.0178919420246387e-18,1.2583049027229931,-1.4532639448873757e-22,-2.4914251087367865e-18,-0.0056888047378015,-1.185650721831285e-19,-3.529433893450093e-22,5.448155980856253e-07,7.202128706720118e-18,-6.030648525054673e-22,5.693508374685404e-07,1.0
3.024,1.2608128310830365e-22,-2.0375241648682745e-18,1.258259340470186,-1.5011806273350646e-22,-2.4540278554544895e-18,-0.005695281600867663,-6.416076631256089e-20,-3.572303270057099e-22,5.49250427488875e-07,6.8005382340177955e-18,-5.359178549576449e-22,5.543536754062066e-07,1.0
3.032,1.2477658569933337e-22,-2.057754868193424e-18,1.258213729249568,-1.630871761212859e-22,-2.5288379156436886e-18,-0.005701402577251799,-2.481002016867742e-21,-3.6175271357620217e-22,5.535652905404029e-07,7.709970537155535e-18,-5.653162931930216e-22,5.393578814409884e-07,1.0
3.04,1.2349876903175667e-22,-2.076780183548549e-18,1.2581680718351334,-1.5972708344708825e-22,-2.3781644193906365e-18,-0.005707176804349549,4.491671373104039e-20,-3.6493738387334093e-22,5.577602182288095e-07,5.924714468679039e-18,-3.980726612209617e-22,5.243659610508338e-07,1.0
3.048,1.2217141036427088e-22,-2.0955633227064116e-18,1.258122370929598,-1.6591983343572399e-22,-2.3478923947328114e-18,-0.005712613191900712,8.931737062208632e-20,-3.676813228672164e-22,5.618352614553704e-07,5.550082111567329e-18,-3.429581861284293e-22,5.093804033201e-07,1.0
3.056,1.207296919525633e-22,-2.1149995763744026e-18,1.2580766291661774,-1.8021480146344743e-22,-2.429531708498862e-18,-0.0057177204276024855,1.412092229348981e-19,-3.707525428787416e-22,5.657904909002114e-07,6.486481539284009e-18,-3.8384551484247173e-22,4.944036806051312e-07,1.0
3.064,1.1924236370647363e-22,-2.1341629296260446e-18,1.2580308491103165,-1.859160307612087e-22,-2.3954191564552574e-18,-0.005722506982616419,1.894687974400579e-19,-3.7331650495271313e-22,5.696259968861993e-07,6.032446813323341e-18,-3.2041598940104024e-22,4.794382482484763e-07,1.0
3.072,1.1770552228905944e-22,-2.15307335770321e-18,1.2579850332613811,-1.9210517717677461e-22,-2.3638035096456418e-18,-0.005726981116930509,2.3419707024526715e-19,-3.754108647638818e-22,5.733418892402606e-07,5.5910341008250304e-18,-2.616965828486776e-22,4.644865442576736e-07,1.0
3.08,1.1612078946521733e-22,-2.171685882381597e-18,1.2579391840543044,-1.9809160298026337e-22,-2.3265655847984022e-18,-0.0057311508845845315,2.7473496031965997e-19,-3.7701168243612643e-22,5.769382971524469e-07,5.0672362594682305e-18,-1.9998781358173792e-22,4.4955098902328476e-07,1.0
3.088,1.144842117221259e-22,-2.1900228869140146e-18,1.2578933038611941,-2.0457221788643042e-22,-2.2921255665521977e-18,-0.005735024138773946,3.112337125807045e-19,-3.781613870543998e-22,5.804153690323843e-07,4.562344032794678e-18,-1.43585736334489e-22,4.346339849921652e-07,1.0
3.096,1.1272671237703705e-22,-2.2090490292205753e-18,1.2578473949928994,-2.1968741813610443e-22,-2.3782677883201062e-18,-0.005738608536824047,3.5502613239393177e-19,-3.7968988309489083e-22,5.837732723636478e-07,5.474052476812455e-18,-1.909221778018149e-22,4.1973791640794026e-07,1.0
3.104,1.1091694379378223e-22,-2.227838906772865e-18,1.2578014597005391,-2.2622107290685297e-22,-2.348734694036232e-18,-0.005741911545048249,3.950187871522559e-19,-3.807633796401558e-22,5.870121935557749e-07,4.999081844944451e-18,-1.3403523463405395e-22,4.0486514901588433e-07,1.0
3.112,1.0905563497294959e-22,-2.246348661978325e-18,1.2577555001769913,-2.326636026040805e-22,-2.313719400682472e-18,-0.005744940443470622,4.3057920149993133e-19,-3.8136826408041186e-22,5.901323377940065e-07,4.4450517936080525e-18,-7.544955598154436e-23,3.900180297789632e-07,1.0
3.12,1.0713070325670607e-22,-2.2647291925641895e-18,1.2577095185583476,-2.4061646453043944e-22,-2.2975663232330693e-18,-0.005747702330463721,4.633960932831425e-19,-3.8164391158174087e-22,5.931339288868464e-07,4.1021114730445224e-18,-3.428822839850435e-23,3.751988866049697e-07,1.0
3.128,1.0514088300965886e-22,-2.2829935140462502e-18,1.2576635169253296,-2.487275308809009e-22,-2.283040185257591e-18,-0.0057502041272301085,4.935313825903102e-19,-3.816108596539239e-22,5.960172091113749e-07,3.766911163533503e-18,4.3039341063389266e-24,3.604100280660683e-07,1.0
3.136,1.030935981960547e-22,-2.3010264344902364e-18,1.2576174973046719,-2.5591060170052036e-22,-2.2541150554982974e-18,-0.005752452582210466,5.195346960212577e-19,-3.811818929240727e-22,5.98782439056708e-07,3.2504141790002567e-18,5.379592627247011e-23,3.456537431666402e-07,1.0
3.144,1.010393621218865e-22,-2.318096268320441e-18,1.257571461670469,-2.567795092710254e-22,-2.1337292287755618e-18,-0.005754454275364026,5.32659092306089e-19,-3.7974472737301433e-22,6.014298974649386e-07,1.6405495357298369e-18,1.7981979633804524e-22,3.3093230102882315e-07,1.0
3.152,9.897306372051442e-23,-2.334210802494962e-18,1.2575254119454902,-2.582873001715093e-22,-2.0143167718151387e-18,-0.005756215622348889,5.329599201142248e-19,-3.7737176970753485e-22,6.039598810704724e-07,3.76034761366752e-20,2.967882080993922e-22,3.1624795069171693e-07,1.0
3.16,9.688595693794677e-23,-2.349440144656411e-18,1.2574793500024615,-2.6088834782095676e-22,-1.903667770181137e-18,-0.0057577428786001325,5.21267406894522e-19,-3.741876322526001e-22,6.063727044370226e-07,-1.4615641523495106e-18,3.981761608873604e-22,3.016029208187789e-07,1.0
3.168,9.470178043077375e-23,-2.3647923557082606e-18,1.2574332776653152,-2.7302206339662724e-22,-1.919026381481205e-18,-0.005759042143296598,5.095644917588756e-19,-3.7110174406524676e-22,6.086686997928748e-07,-1.462864391848849e-18,3.858839474974109e-22,2.8699941948151867e-07,1.0
3.176,9.248928505126672e-23,-2.379316704941258e-18,1.257387196710409,-2.765619224383791e-22,-1.815543654124693e-18,-0.005760119363258123,4.866136802167991e-19,-3.673009000551793e-22,6.108482168640588e-07,-2.8688514426589734e-18,4.752412004666653e-22,2.7243963389801736e-07,1.0
3.184,9.017846053203048e-23,-2.3939519631455965e-18,1.2573411088677153,-2.8885306490452957e-22,-1.8294072755423104e-18,-0.005760980336708937,4.636082030362385e-19,-3.636277530405047e-22,6.129116227057414e-07,-2.8756846474758178e-18,4.592659201708763e-22,2.579257302103209e-07,1.0
3.192,8.770428255384037e-23,-2.4096341092380622e-18,1.2572950158219796,-3.092722472737633e-22,-1.9602682615582316e-18,-0.005761630716975824,4.517083597628147e-19,-3.6087341300572526e-22,6.148593015316982e-07,-1.487480409089769e-18,3.444039257654575e-22,2.4345985324461934e-07,1.0
3.2,8.507919612596882e-23,-2.4262899016300075e-18,1.257248919213851,-3.2813580348394417e-22,-2.0819740489931793e-18,-0.005762076016087462,4.500793974750157e-19,-3.5889919359522326e-22,6.166916545420306e-07,-2.0362028589245258e-19,2.4688070090722288e-22,2.2904412629154975e-07,1.0
3.208,8.238530675638115e-23,-2.442844322403459e-18,1.2572028206409847,-3.3673617119845935e-22,-2.069302596681432e-18,-0.005762321608283113,4.459821113500963e-19,-3.567263694658203e-22,6.184090997491336e-07,-5.121607655381046e-19,2.716991997093471e-22,2.1468065088788134e-07,1.0
3.216,7.967495975167607e-23,-2.458553023683955e-18,1.257156721659117,-3.3879337558813463e-22,-1.963587660062001e-18,-0.005762372733434173,4.3060416906960667e-19,-3.537319021835736e-22,6.200120718018558e-07,-1.9222427849900252e-18,3.7439623173766525e-22,2.0037150659026708e-07,1.0
3.224,7.688245068930855e-23,-2.474291569591124e-18,1.257110623783114,-3.4906363279593922e-22,-1.9673182383960967e-18,-0.005762234500375115,4.1436820297991173e-19,-3.507094910072102e-22,6.215010218080826e-07,-2.0294957611463107e-18,3.778800296465919e-22,1.8611875077834085e-07,1.0
3.232,7.394656473811838e-23,-2.490937254193795e-18,1.2570645284879927,-3.669857438987726e-22,-2.0807105753339203e-18,-0.0057619118901795705,4.077197732042642e-19,-3.4841075536945996e-22,6.228764171556061e-07,-8.310537218958428e-19,2.8741262321738126e-22,1.719244184404389e-07,1.0
3.24,7.094467803908399e-23,-2.5074823649610184e-18,1.257018437209918,-3.7523583737929836e-22,-2.0681388459029216e-18,-0.0057614097593178355,3.987316831254577e-19,-3.4591749397045416e-22,6.241387413313659e-07,-1.123511259796024e-18,3.117213000738465e-22,1.5779052196997726e-07,1.0
3.248,6.79341672304968e-23,-2.5231174570104464e-18,1.256972351347176,-3.763138510733985e-22,-1.9543865061785268e-18,-0.005760732842761574,3.7783366622628405e-19,-3.425458347563982e-22,6.252884937392197e-07,-2.6122521123472235e-18,4.215132053745105e-22,1.4371905098172486e-07,1.0
3.2560000000000002,6.484391771986239e-23,-2.5387850460230253e-18,1.25692627226112,-3.8628118882930263e-22,-1.958448626572346e-18,-0.005759885756999275,3.5625758197728784e-19,-3.3915837770460723e-22,6.263261895160302e-07,-2.6970105310803176e-18,4.234797416856227e-22,1.297119721013112e-07,1.0
3.2640000000000002,6.161319923917104e-23,-2.5553608485113835e-18,1.256880201277096,-4.0383981008641733e-22,-2.0719753110447685e-18,-0.005758873002993195,3.4444532683642876e-19,-3.364936808108746e-22,6.272523593465255e-07,-1.4765318925682743e-18,3.3312767233497525e-22,1.1577122881190235e-07,1.0
3.2720000000000002,5.824789142321097e-23,-2.5728430095845572e-18,1.2568341396853437,-4.206634769950093e-22,-2.1852701341467024e-18,-0.005757698969034616,3.4240815915993904e-19,-3.3448068200962177e-22,6.280675492764935e-07,-2.5464595952702813e-19,2.5165984490942847e-22,1.018987412459983e-07,1.0
3.2800000000000002,5.489146511221711e-23,-2.5892791830294365e-18,1.2567880887418752,-4.1955328887423168e-22,-2.0545216806099023e-18,-0.005756367933566918,3.2700775795088356e-19,-3.314144537189853e-22,6.287723205246941e-07,-1.925050151102603e-18,3.833080228977744e-22,8.809640602507699e-08,1.0
3.2880000000000003,5.1400091494639263e-23,-2.6066283405224384e-18,1.256742049669332,-4.364217021972314e-22,-2.1686446866252455e-18,-0.005754884067903349,3.2151005957976985e-19,-3.290200797589025e-22,6.293672492932726e-07,-6.872122963646573e-19,2.993208588795118e-22,7.436609607232574e-08,1.0
3.2960000000000003,4.785169857296384e-23,-2.6238808470755383e-18,1.2566960236578208,-4.435491152094284e-22,-2.156563319137488e-18,-0.005753251438898867,3.1396183237821204e-19,-3.2637702852016613e-22,6.29852926576983e-07,-9.43528400174831e-19,3.304006944834348e-22,6.070966046378058e-08,1.0
3.3040000000000003,4.4183043584209585e-23,-2.6419214859428003e-18,1.2566500118657284,-4.5858187359428155e-22,-2.2550798584077534e-18,-0.005751474011546815,3.1487297516042533e-19,-3.242443120130082e-22,6.302299579711516e-07,1.1389284779199752e-19,2.666043815487426e-22,4.712892427109525e-08,1.0
3.3120000000000003,4.0523422193941804e-23,-2.6589971336405556e-18,1.2566040154205163,-4.574526737834727e-22,-2.134455962219401e-18,-0.005749555651514592,3.03458545643648e-19,-3.2108122428210134e-22,6.304989634783195e-07,-1.4268036895863226e-18,3.95396362274894e-22,3.362568839599259e-08,1.0
3.3200000000000003,3.6742753245651376e-23,-2.6768694096724383e-18,1.2565580354194954,-4.725836185363037e-22,-2.234034503985348e-18,-0.005747500127617757,3.0063376047922288e-19,-3.1845343683922963e-22,6.306605773137145e-07,-3.530981455466752e-19,3.284795322136102e-22,2.020172942437255e-08,1.0
3.3280000000000003,3.2912907083043116e-23,-2.6946004099142036e-18,1.2565120729305816,-4.787307703260323e-22,-2.2163750302206603e-18,-0.005745311114223323,2.95288202317851e-19,-3.1551483698360535e-22,6.307154477094908e-07,-6.681947701693166e-19,3.67327025607665e-22,6.858799472031304e-09,1.0
3.336,2.909523942272248e-23,-2.7113179359583377e-18,1.2564661289930328,-4.772084575400797e-22,-2.0896907555167647e-18,-0.0057429921936187405,2.7709744438046177e-19,-3.1154293466858657e-22,6.306642367178905e-07,-2.273844742175662e-18,4.964859573500561e-22,-6.401373950033944e-09,1.0
3.344,2.5281050912344834e-23,-2.7270900424154995e-18,1.2564202046181665,-4.767735637972055e-22,-1.971513307145221e-18,-0.005740546858283835,2.4691944646397525e-19,-3.066540808929042e-22,6.305076200134835e-07,-3.772249739566864e-18,6.111015925978936e-22,-1.9577088050857544e-08,1.0
3.352,2.1340937488768724e-23,-2.7436746175502624e-18,1.2563743007900614,-4.925141779470137e-22,-2.0730718918453737e-18,-0.005737978513140558,2.2567801074379705e-19,-3.0240064509534875e-22,6.302462866941936e-07,-2.655179465032217e-18,5.316717556030451e-22,-3.266666491124159e-08,1.0
3.36,1.7275908606612146e-23,-2.7611375288690166e-18,1.2563284184662395,-5.081286102695723e-22,-2.1828639148442614e-18,-0.00573529047772835,2.1421375300305284e-19,-2.987799863205637e-22,6.298809390812663e-07,-1.4330322176067572e-18,4.5257230226027115e-22,-4.56684516159225e-08,1.0
3.368,1.310071932831314e-23,-2.7793491692355925e-18,1.2562825585783328,-5.218986597873757e-22,-2.276455045821986e-18,-0.005732485988336499,2.1102252714617932e-19,-2.956317184547244e-22,6.294122925184848e-07,-3.9890323212660013e-19,3.935210278848524e-22,-5.858082034767626e-08,1.0
3.376,8.890981824583425e-24,-2.7973092799530958e-18,1.2562367220327324,-5.262171879662145e-22,-2.245013839687888e-18,-0.005729568200066193,2.0425576406256528e-19,-2.9205401006145873e-22,6.28841075170266e-07,-8.458453854727369e-19,4.471987232729357e-22,-7.140216852736754e-08,1.0
3.384,4.635587809104941e-24,-2.8151591904547618e-18,1.2561909097112214,-5.319242519348105e-22,-2.2312388127082683e-18,-0.005726540188872502,1.956078993817463e-19,-2.8819281293678348e-22,6.281680278190133e-07,-1.080983085126781e-18,4.826328201356875e-22,-8.41309189065806e-08,1.0
3.392,4.0103034543969355e-25,-2.8319588606054585e-18,1.2561451224715932,-5.293196829581559e-22,-2.0999587688371076e-18,-0.005723404953520508,1.739595808361581e-19,-2.8326268615365666e-22,6.273939036615871e-07,-2.7060398182261757e-18,6.162479671962096e-22,-9.676551967828155e-08,1.0
3.4,-3.950766897528876e-24,-2.849600310298506e-18,1.2560993611482532,-5.439746553710712e-22,-2.2051812116309245e-18,-0.00572016541751238,1.6180066897765638e-19,-2.789263706268906e-22,6.265194681049672e-07,-1.5198639823434361e-18,5.420210908019433e-22,-1.0930444457747635e-07,1.0
3.408,-8.280691749168355e-24,-2.8661955047767035e-18,1.2560536265528055,-5.41240606454935e-22,-2.0743993097746874e-18,-0.0057168244309685505,1.367837120142284e-19,-2.7353921575057462e-22,6.255454985610428e-07,-3.1271196204621308e-18,6.733761837836578e-22,-1.217461929905424e-07,1.0
3.416,-1.265597634621099e-23,-2.882627984553554e-18,1.2560079194746259,-5.469105746303294e-22,-2.0540599721063148e-18,-0.005713384772454518,1.094530525636114e-19,-2.679121357182741e-22,6.244727842409786e-07,-3.4163324313634186e-18,7.033684951810964e-22,-1.3408929000802778e-07,1.0
3.424,-1.7142752860097242e-23,-2.899846197879709e-18,1.2559622406814197,-5.608470642357816e-22,-2.1522766657694145e-18,-0.005709849150761517,9.112898053711067e-20,-2.6286013994009204e-22,6.23302125948566e-07,-2.2905090033514267e-18,6.314847964589838e-22,-1.4633228655157615e-07,1.0
3.432,-2.1673806615389743e-23,-2.916971771943922e-18,1.2559165909197665,-5.6638171941156265e-22,-2.1406967580265863e-18,-0.005706220206649506,7.145042983766273e-20,-2.5759068370831337e-22,6.220343358730868e-07,-2.459818837472229e-18,6.586691466871469e-22,-1.5847375943490144e-07,1.0
3.44,-2.624371706353052e-23,-2.933940540517517e-18,1.2558709709156501,-5.712388060175969e-22,-2.1210960716993653e-18,-0.005702500514544042,4.971214058242804e-20,-2.5205883706906933e-22,6.206702373815428e-07,-2.717286156947785e-18,6.9147050005053785e-22,-1.7051231144299294e-07,1.0
3.448,-3.084772739367315e-23,-2.950692161317005e-18,1.2558253813749767,-5.75501291267829e-22,-2.093952599936009e-18,-0.005698692584188885,2.525997875499394e-20,-2.462233165999453e-22,6.192106648104052e-07,-3.056520228474715e-18,7.294332194374379e-22,-1.824465713922068e-07,1.0
3.456,-3.54283059518836e-23,-2.966417629978061e-18,1.2557798229840786,-5.725723197763067e-22,-1.965683582631977e-18,-0.005694798862264385,-1.1427557754985198e-20,-2.394141609436093e-22,6.17656463256662e-07,-4.585942063794562e-18,8.511431133938606e-22,-1.9427519421790081e-07,1.0
3.464,-4.011428712565996e-23,-2.9828757442912667e-18,1.255734296410207,-5.857476467220445e-22,-2.057264289150742e-18,-0.005690821733951783,-3.9397547252259904e-20,-2.331828488590202e-22,6.160084883685421e-07,-3.496248687208012e-18,7.789192454796817e-22,-2.0599686101498072e-07,1.0
3.472,-4.484255620605559e-23,-2.9992528377011064e-18,1.2556888023020112,-5.910336350494538e-22,-2.0471366762299697e-18,-0.005686763524473621,-6.82168472441973e-20,-2.2679579450526733e-22,6.142676061356932e-07,-3.6024124990422214e-18,7.983935032183203e-22,-2.1761027910611277e-07,1.0
3.48,-4.954478210660316e-23,-3.014601114511376e-18,1.2556433412900065,-5.877782375684465e-22,-1.918534601283703e-18,-0.005682626500588965,-1.0903995800736516e-19,-2.194635165725029e-22,6.124346926788916e-07,-5.1028888454471e-18,9.165550476195364e-22,-2.291141821001992e-07,1.0
3.488,-5.435363784135154e-23,-3.0307414759589348e-18,1.2555979139870301,-6.011069668435474e-22,-2.017545180944868e-18,-0.005678412872050075,-1.4016611918870814e-19,-2.1278325226810247e-22,6.105106340395112e-07,-3.890770147719847e-18,8.350630059941627e-22,-2.4050732992256317e-07,1.0
3.496,-5.920169111790165e-23,-3.046790395640158e-18,1.255552520988686,-6.060066595687626e-22,-2.0061149601528928e-18,-0.005674124793029521,-1.7198145520452229e-19,-2.0596332794865394e-22,6.084963259686027e-07,-3.976917002029484e-18,8.525298375172164e-22,-2.51788508863558e-07,1.0
3.504,-6.414928535493643e-23,-3.063622323342728e-18,1.255507162873778,-6.18449279629349e-22,-2.1039909628212585e-18,-0.005669764363501028,-1.9403024231676704e-19,-1.9974774250182588e-22,6.063926737156622e-07,-2.7560983890839337e-18,7.769963034367607e-22,-2.6295653161756265e-07,1.0
3.512,-6.905657872886193e-23,-3.0793467880684703e-18,1.255461840204733,-6.134116717406865e-22,-1.965558090717791e-18,-0.00566533363060311,-2.286609614936944e-19,-1.9247949697127785e-22,6.042005918170139e-07,-4.328839897169657e-18,9.085886021770448e-22,-2.7401023733103817e-07,1.0
3.52,-7.393195476036317e-23,-3.0940288269943282e-18,1.2554165535280135,-6.094220039376564e-22,-1.8352548657322164e-18,-0.005660834589943857,-2.750051375310507e-19,-1.8428371083314356e-22,6.019210038842584e-07,-5.7930220047232114e-18,1.0245450267143754e-21,-2.8494849159443793e-07,1.0
3.528,-7.891280932456166e-23,-3.1095510444064037e-18,1.2553713033745184,-6.22606820524811e-22,-1.9402771765094168e-18,-0.005656269186897626,-3.1061501345306753e-19,-1.7682101986266907e-22,5.995548423922638e-07,-4.4512344903054996e-18,9.329229757999494e-22,-2.9577018649931893e-07,1.0
3.536,-8.392023893543447e-23,-3.1248963823301798e-18,1.2553260902599757,-6.259287013591022e-22,-1.9181672404720152e-18,-0.005651639317857221,-3.4744704333428555e-19,-1.691804880321742e-22,5.971030484670754e-07,-4.604003735205272e-18,9.551673183464363e-22,-3.0647424064855666e-07,1.0
3.544,-8.895808963289715e-23,-3.1401257882987032e-18,1.255280914685324,-6.297313371828348e-22,-1.9036757460654372e-18,-0.005646946831455508,-3.8467502291235987e-19,-1.6142057480032201e-22,5.945665716737434e-07,-4.653497447311701e-18,9.701052171459543e-22,-3.1705959916649527e-07,1.0
3.552,-9.402397479393036e-23,-3.1552317587339007e-18,1.2552357771370861,-6.332356451291514e-22,-1.888246304399667e-18,-0.005642193529760224,-4.2228310532912255e-19,-1.5353010518661925e-22,5.919463698040711e-07,-4.701010302146902e-18,9.864408512876193e-22,-3.275252337090329e-07,1.0
3.56,-9.90538535080919e-23,-3.1693267798464697e-18,1.2551906780877307,-6.287348392701932e-22,-1.7618776390711398e-18,-0.0056373811694307744,-4.706864406853005e-19,-1.4477692142507366e-22,5.89243408664282e-07,-6.050416919572633e-18,1.0942988240670672e-21,-3.378701424736434e-07,1.0
3.568,-1.0417015980548656e-22,-3.184096876786085e-18,1.2551456179960279,-6.395382871743314e-22,-1.8462621174519363e-18,-0.005632511462861289,-5.097618029398624e-19,-1.36640579558792e-22,5.864586618626819e-07,-4.884420281869194e-18,1.0172133770421207e-21,-3.4809335020002674e-07,1.0
3.576,-1.0930486619747799e-22,-3.1986603164781165e-18,1.2551005973073937,-6.418382989989283e-22,-1.8204299615039356e-18,-0.00562758607928518,-5.498516719051139e-19,-1.283287589124211e-22,5.835931105973903e-07,-5.01123362070386e-18,1.0391673543422098e-21,-3.581939081614475e-07,1.0
3.584,-1.144555947904986e-22,-3.213013480168027e-18,1.2550556164542268,-6.438410741275775e-22,-1.794145461238821e-18,-0.005622606645848569,-5.908860863215994e-19,-1.198486352658171e-22,5.806477434441413e-07,-5.1293018021063794e-18,1.0602254490457196e-21,-3.6817089415612724e-07,1.0
3.592,-1.1962147480823358e-22,-3.2271517602141133e-18,1.2550106758562376,-6.457350022168745e-22,-1.7672850057608014e-18,-0.005617574748663305,-6.328041513198126e-19,-1.1120182262636087e-22,5.776235561440773e-07,-5.239758124820321e-18,1.0810828717117724e-21,-3.780234125079977e-07,1.0
3.6,-1.2480088166369342e-22,-3.2410704430842425e-18,1.2549657759207669,-6.474258569324789e-22,-1.7398353587661486e-18,-0.005612491933831884,-6.755437283695356e-19,-1.0239969251012592e-22,5.745215513918356e-07,-5.3424471312567814e-18,1.1005199208631413e-21,-3.877505940302195e-07,1.0
