sample_id,is_baseline,c0,c1,c2,c3,c4,theta_root,theta_mid,theta_tip,tc_root,tc_tip,camber,RPM,T_per_rotor,P_total,FM,CT,CP,T_margin_pct,T_per_rotor_rhomin,P_total_rhomin,T_margin_pct_rhomin,f1_bending_hz,blade_mass_kg,feasible,robust_feasible,rpm_feasible,mach_feasible,hover_feasible,structural_feasible
10,0,0.08570847186522615,0.04002181067193144,0.10077045667036486,0.02098144912614796,0.05457829004814406,39.64081100471389,8.096637645917195,3.179240661967256,0.196889416994591,0.0488354888915361,0.03464162589114401,2847.676484742217,2.1388927645843405,137.6895517210214,0.24423299704073664,0.0037845901003806847,0.0006740761120716691,-27.934879899449438,1.6996366501863545,113.73831034981805,-42.73461421205005,125.24771125263169,0.14810248760667333,0,0,1,1,0,1
11,0,0.08291598790447985,0.04159963790066929,0.11246537929601931,0.06791693753310257,0.025991654560039285,32.136781313198966,12.94518463257413,6.267501125572256,0.16392753232331314,0.06804983373171104,0.03176598602132561,2744.7989030039603,3.7056457261590774,219.1582741957833,0.3499127609970875,0.007057550094367445,0.0011981361593915657,24.853292660346284,2.9368903353149967,178.88422300422536,-1.0481692953168253,104.03011085807438,0.17196829867437544,1,0,1,1,1,1
12,0,0.14538216875646937,0.04629033217938644,0.09389282277038641,0.037764751169009195,0.061079011483705974,25.28355832136675,14.787284992100593,12.50113042200168,0.08248541457789274,0.05244935418051461,0.018273762904075723,2907.327593476527,4.523648726038127,296.98922696510135,0.3482686816558031,0.007679130862699474,0.0013662767662668298,52.41404063470778,3.589803100827434,240.65104994530142,20.950239246207335,96.05579323743044,0.13077864555704002,0,0,1,1,1,0
13,0,0.03193150262212348,0.0761697467131366,0.06873567649870521,0.11209827648466514,0.04492929330879667,38.99956424762895,17.098697425266995,-2.6495042742946002,0.23441043326951355,0.11139182660498048,0.002258273273576026,2161.1799749010934,1.4814026121947819,107.63538275628449,0.18008453028987886,0.004550953228648257,0.0012054859498919304,-50.08751306621355,1.1763986122674122,91.844807212683,-60.36392815810606,79.81399869030007,0.2535632441319079,0,0,1,1,0,1
14,0,0.04946205887643383,0.07469476714877424,0.05440632933890815,0.034081349341817835,0.04889141330262416,18.98947381675505,16.75511576184677,5.509805591528071,0.17482962119214834,0.043790822333156156,0.019230401948181333,2353.1743005552808,2.2412437708547523,115.62840852588995,0.31195424723325155,0.005807537699549101,0.001003187601021776,-24.486395860688937,1.788439628408867,92.38507747530525,-39.74260012099504,72.6690872754741,0.08532566349963767,0,0,1,1,0,1
15,0,0.12711356706334825,0.08271429514479559,0.10352206578065172,0.06141927540589806,0.03645922898536464,38.521263300379495,5.977350941515216,5.744982747856312,0.22481271516215018,0.04245784757028044,0.04368138510471853,2887.900018141797,3.0039315117215786,203.71448921201537,0.27474824599415254,0.005168170769618113,0.0009562145698559419,1.2106304488402442,2.384600128739724,167.29944253964194,-19.656329894214153,227.13656276415077,0.310217477088093,1,0,1,1,1,1
16,0,0.03501733162479069,0.14121557970870047,0.03831364053708966,0.07083832136432835,0.06968232116280243,24.38538532820829,23.51416346180392,9.563584693693727,0.1528743623183481,0.07832053663440301,0.03745810316794497,2539.078518198571,4.850227987835956,300.90573238553,0.38162303095362254,0.010794959732695312,0.002078174280434556,63.41738503490419,3.86965323828497,248.14766935803883,30.379152233321083,90.82911555795401,0.2021592940529003,1,1,1,1,1,1
17,0,0.07300189730012736,0.10383159316333784,0.04093097855378581,0.09821071151469113,0.07080387295582646,19.57532603997082,12.45959483415835,-4.109064652186051,0.12238034466496917,0.11904039780547249,0.023228771737020083,2373.392637594463,1.5845624674241636,129.38154816760365,0.16573472479906912,0.004036280305405448,0.001094065866823143,-46.61177670403761,1.258203850862925,113.74313268048427,-57.60768696553487,64.2618048186256,0.21605441065621755,0,0,1,1,0,1
18,0,0.05111795406967533,0.104421528271055,0.10883342655378862,0.11184619670148496,0.07376264410567868,33.01976351742533,21.241654393627098,-1.442033683188792,0.23100310874002677,0.051534641726241795,0.02418923158378213,2237.6352520199034,3.60684795556664,206.90481207266845,0.35591227729427577,0.010336187531638326,0.002087769761465284,21.524526804805944,2.8627228753156237,175.31179629336432,-3.5470729341097074,98.33575765493549,0.32457937122798847,1,0,1,1,1,1
19,0,0.03378966953803547,0.0573063026221212,0.12465136735316255,0.024276851396223362,0.03672226204639127,25.10647368366958,23.821293466438338,14.58175227200622,0.15406358353495914,0.05080075153184045,0.01606268382194009,2858.6237161673153,4.051764121382524,248.5426298276877,0.3527663488381886,0.007114449568014271,0.0012028453947032234,36.51496365844083,3.2376451262037236,202.58075570260203,9.085078376136234,107.39358014474888,0.12306132686717695,1,1,1,1,1,1
20,0,0.06797123219669421,0.1362811910450354,0.09216863046876855,0.08216125724356835,0.06259610564711723,26.64001716529196,4.998655091545073,-0.8744966673380814,0.2032976773632293,0.06520554605914056,0.016673426644770145,2521.3491474743296,0.9661668363333725,121.66639428914065,0.08391302158823637,0.0021807068264762127,0.0008581270006634611,-67.44720901841737,0.7665845091685519,109.67477850555616,-74.17168095793288,130.39777155225963,0.3170730633804697,0,0,1,1,0,0
21,0,0.07947522021251427,0.12459027983015239,0.13084737328895926,0.11547347424588356,0.056486063493215395,37.665659477945056,5.797295106345437,12.795213987331842,0.17433236393141494,0.10235556508771038,0.04098071831517198,3026.3570228351427,5.535317450175376,383.2371681627733,0.3653154033694476,0.008671881735718435,0.001563100987413041,86.49991408946684,4.37520376190745,323.1434836395444,47.412525670736194,119.19449589406962,0.43108615808963896,0,0,1,0,1,1
22,0,0.04212845239853335,0.12117431454293771,0.14335086649844897,0.10644178949856083,0.02821172344563973,39.969307873459385,12.057640086777587,11.810271793190882,0.2125670365196794,0.11489108143455368,0.03224446110136603,2397.2687461590826,3.9376609920762,211.77984389205312,0.39663831916741327,0.009831414624983525,0.0017378582560671147,32.67051860095014,3.11665992178612,176.07854067692108,5.008757472578185,161.35115623048108,0.46414537543889894,0,0,1,1,1,0
23,0,0.07562144490850355,0.07555460834884317,0.04873768486832707,0.10372463266107015,0.05937927669654995,10.302923998447048,19.25130548781828,-4.566035537825102,0.09006446075302592,0.0992292640248349,0.029805392067639616,2654.7657172985237,3.8471951524750505,277.7931636419193,0.29202267797288584,0.007832545945511579,0.0016785058126272466,29.622478183121647,3.0515421120573767,233.154149976044,2.8147611879170142,58.901065470860615,0.15288875916093758,1,1,1,1,1,1
24,0,0.037462072045613665,0.11675865880552241,0.12093371065635193,0.022046480399139035,0.06719455551870669,33.72352900151074,6.434158925692094,-1.2578074892866171,0.14376925594963125,0.10488762136075808,0.0555794398448639,2099.7860330911094,1.4159562841524294,73.42177074499449,0.24670146093443135,0.004607983290890686,0.000896560547746437,-52.29257802720926,1.1259994762852683,59.88817204502809,-62.062012254539475,110.15578479534223,0.23115936682470645,0,0,1,1,0,1
25,0,0.13355068510804907,0.06988624829886872,0.10467711463478223,0.04820834241070929,0.01600049643829187,33.484859734494925,20.022768068804844,-2.4921818896143,0.18110245038151584,0.07722523724447931,0.025646030031469678,2135.4693168679664,2.079814595787428,99.11433497372431,0.32532861851259864,0.006544087323608084,0.0011506317723318528,-29.925384238968057,1.660585583976518,79.16367379500171,-44.0503509441874,235.07924696191114,0.26734859598621924,0,0,1,1,0,1
26,0,0.03860993790028635,0.08868688479160791,0.07843609912617625,0.04554395270291135,0.05795973049972608,14.253449466909455,18.37131625363727,12.209445637300163,0.10232836616341087,0.10113086479889463,0.04656301730907838,2504.343335764195,3.9293185496763168,233.83019544331745,0.3580940235297642,0.008989605564657147,0.0016830572321610356,32.38943900526674,3.1410263251873336,188.3409320804699,5.829727937578633,60.77685371130246,0.11455345285016721,1,1,1,1,1,1
27,0,0.05575387880016282,0.13249790432502023,0.05110499380675247,0.11381074901826094,0.05851315123019487,35.65855672661286,24.95571511222937,6.542838384124607,0.14600050323645958,0.06869939479406363,0.0043037431725766765,2083.8059098659273,3.3577941442189245,170.21185895396866,0.3886092143910551,0.01109559694304438,0.002126659284669707,13.133225883386945,2.667084746961381,140.74671663397035,-10.13865407812058,75.34420277884385,0.23359519376923485,1,0,1,1,1,1
28,0,0.06188344915110195,0.05869335480028533,0.054029806363654446,0.0536618195454876,0.04955976336559505,19.378319655178913,11.073691024239684,14.35367710289303,0.18901949977947055,0.08927352468632618,0.028991898126583662,3092.3221971680778,5.017717647107892,367.7465995063305,0.32857345263171056,0.007529183455707951,0.001405964482735361,69.06056762492898,3.992895777719931,301.1621572071244,34.531528898919504,72.68688965967262,0.11486936710227036,0,0,1,0,1,1
29,0,0.10055848782029979,0.11780989637569213,0.09639702618667714,0.07297197213876636,0.03468899470507692,15.00045679714316,18.560754892394286,5.172516156855282,0.09612194367346683,0.07064750187262664,0.02166884486724183,2247.583296386692,3.30266062328623,175.00326206911126,0.3686986831786049,0.00938087809792477,0.0017425235423481813,11.275627469212601,2.626467378360014,139.11867739904903,-11.507163801886321,81.18831608244233,0.17911196503390994,1,0,1,1,1,1
30,0,0.06103734937451043,0.11243391123808309,0.03494091471833311,0.10065453747219945,0.019208611732098792,9.70335829582201,17.766257590616966,8.876243303615926,0.18695246430325924,0.07482738739925426,0.05312621657563265,2021.3461368279845,3.0487246702587716,154.95226552536653,0.36931860381152304,0.010706510891375857,0.0021210737135781027,2.719833903597424,2.4357159004589644,126.91213929663427,-17.934100388848904,89.47873438282303,0.2005767188662956,1,0,1,1,1,1
31,0,0.1477917672694179,0.06686668766033252,0.03669504433732634,0.03691297977633547,0.0458108808822006,11.710846467359655,16.501623089363896,13.951290853846452,0.11266827670371152,0.09567072547201119,0.040332067401013874,2940.670790338534,3.978922618110918,271.6314459386483,0.3141159591526191,0.006602126072781458,0.0012075933703653864,34.06073511155383,3.1825853191719244,218.55036296478403,7.229963583959709,132.87923985560764,0.15900354182657295,1,1,1,1,1,1
32,0,0.1060820466966236,0.12606211427272251,0.07285611543990264,0.021287113449442556,0.05302643881380533,17.24903010556188,2.8085236291950775,2.7925815871252038,0.2070009597422387,0.05358058387482764,0.03579089415254265,3137.4233972757174,1.894877481191821,155.00504965080938,0.1809037890060033,0.0027621420427058744,0.000567422236870221,-36.15641909731061,1.5050980546738395,128.36748100653156,-49.28914910128574,220.58566281384284,0.26622782099231707,0,0,1,0,0,1
33,0,0.04472478505156027,0.07021559132234614,0.13255600756717806,0.09629617826278357,0.03087313012629046,11.122989682879219,22.017679738001327,6.9681623058925,0.1955806449342939,0.09421173809615604,0.05041041991933661,2967.526512877782,7.861055067925881,549.4544249338579,0.431232406905488,0.012808632306473824,0.00237699216244302,164.86034595437604,6.28024472139377,452.9973765656481,111.59854182593567,117.19812049586267,0.2841133503338338,1,1,1,1,1,1
34,0,0.09333548572717425,0.13413735597198234,0.1361504772844921,0.08020530112408744,0.023402616907995895,15.274477991896367,17.54363774139084,11.766686986870994,0.12752629760986994,0.05616909517717881,0.013172912043400944,3153.5673422361488,7.502088291749672,527.760423531697,0.4185605035141444,0.010824032502730294,0.0019024374605568918,152.7657780239108,5.9529039901814516,432.5051977192411,100.56954144816213,131.53225152024578,0.27372437268898575,0,0,1,0,1,1
35,0,0.09039622589452065,0.13474378381236557,0.09671707959372194,0.05260958259134767,0.018295626076903014,23.88778300284731,6.882659613629003,1.9016066602585848,0.24179492728851182,0.07402950312168767,0.04446576271681113,2383.559217619678,1.853201274566146,99.01087511758662,0.27391940147186417,0.004680387746479917,0.0008265801252007686,-37.56060395666624,1.4733724098377334,79.02658386452595,-50.3580724448203,267.99317287293604,0.35983299766339766,0,0,1,1,0,1
36,0,0.10693541522417334,0.12063454497493047,0.14542115863771915,0.10871709242261124,0.027095779124402745,24.608520580451827,21.823699348687,-3.5374720401343938,0.22748817433706198,0.11060610831380363,0.020961238859112,2865.2824068403884,6.572515221738021,452.84857537103073,0.4000057210704279,0.01148703303081537,0.00217635934279336,121.44593065155055,5.223551785132071,373.943297409996,75.9956800920509,185.8014296720122,0.5689968930888955,1,1,1,1,1,1
37,0,0.08128001873558,0.14929032777483559,0.10789953202805003,0.09927270176039935,0.06328195547885451,25.75720292635658,4.03767183424319,3.95044401897135,0.24365382899012,0.040650115141029015,0.042441310656599326,3191.8648390267954,3.976016076625004,292.6189571084863,0.2912671774558141,0.005599771192770728,0.0010172996099393607,33.96280581620634,3.1400768344604226,255.6401170391532,5.7977370101220504,179.87661262665372,0.43796035130398336,0,0,1,0,1,1
38,0,0.07420458651732142,0.11019251472540005,0.06334967220205678,0.0831556112423229,0.044375880444393535,21.914497557084097,19.02659319884585,-0.7260830238866758,0.16469468896690592,0.07687367958246791,0.05904501691441269,2562.8677275918303,4.564246617544351,274.41637340566973,0.3820018277098452,0.009970750600242285,0.0018429406155899704,53.78189412211425,3.6352199101381135,226.22984838493323,22.48045519333266,88.8152024328483,0.20331194073946074,0,0,1,1,1,0
39,0,0.09189507141397055,0.14710584944005373,0.1425275361793139,0.06961925970370807,0.047897400481841955,28.669805092676096,3.3478873463706256,-3.108340132040295,0.1473322860963846,0.0968834808026339,0.047156612608408144,2980.392223330155,2.254073620782881,205.70807651789008,0.1768571447290231,0.0036410981759758417,0.0008784377210017569,-24.054123288986485,1.7816705068305594,178.28244853556492,-39.97067025503506,156.71101985952535,0.3877225073759406,0,0,1,1,0,1
40,0,0.1372654877162846,0.10658726011314058,0.057615676144155,0.02800491646982547,0.05337557651791349,31.09380201833602,6.863123782109715,3.7326738185775223,0.10949890380774499,0.04452659753446607,0.053761165842322246,2784.5197467947037,2.700002806781666,162.85010719219144,0.29287350348621277,0.004996601880426529,0.000852740795483792,-9.0295550275719,2.1499329766854443,131.8064483324846,-27.56290509819932,130.75296644450526,0.15675820747913577,0,0,1,1,0,1
41,0,0.046532155847480786,0.05354314225076817,0.12754203626895455,0.05802489981699728,0.03953098622575271,12.185334742745848,9.30464226461186,2.396506077767297,0.10125188411182169,0.08639038158932191,0.03979374311673899,2226.627866513161,1.9073403971251894,98.96746703409222,0.2861354476937772,0.005520063361463852,0.0010135132550249573,-35.73650953082246,1.513957992429738,80.51778378452136,-48.990633678243334,74.98904352866897,0.13545847222731494,0,0,1,1,0,0
42,0,0.06327788014664329,0.13713655546787656,0.10562327461948871,0.0883001636273759,0.07174974440435297,26.92422285624369,20.718741778403928,8.567067734426265,0.12450681790381633,0.11686850242125091,0.024883814451194006,2796.825890716922,7.148678365847827,468.196423611604,0.4388664204240426,0.013113119854122437,0.0024194223923759356,140.85843550700224,5.686629022819429,389.0437868888228,91.59801289822873,91.15291782877316,0.3114757156771486,0,0,1,1,1,0
43,0,0.14150048313251856,0.03789938374129236,0.1000815608998033,0.03417006944011589,0.07941060203754909,29.761381100933743,20.910212099716794,7.219159521837851,0.08715593904651879,0.08230113214893817,0.005909965044625912,2206.857138930208,2.495447546160042,125.49933426783291,0.3376782232340258,0.007352095525337583,0.0013200751628804216,-15.921578633421763,1.9926115135956524,102.06475337162621,-32.86349347723543,75.78071644883599,0.15909387833977634,0,0,1,1,0,0
44,0,0.044012485515193295,0.10542599245053418,0.07424128732486243,0.055168327027166536,0.07586631065600392,21.059551748403045,5.68394901072648,8.330558008360306,0.08097210597838901,0.11615175986112386,0.032961116803792184,3123.343680293244,3.890606588762238,292.1761832215962,0.28235986996828616,0.0057225408795532244,0.0010840901154642293,31.085127653714228,3.0809498645685958,243.98361669238756,3.805588428861051,66.26072405408806,0.14448902421912405,0,0,1,0,1,1
45,0,0.13579728370994487,0.03183695195986682,0.14878848320938542,0.042448452876318404,0.06369706016482157,6.67591705338528,16.368658746004822,0.8183224426046465,0.08612641369758722,0.08160634414576089,0.010791145849859251,2439.030972472866,2.4995399118766444,152.14354215671946,0.27922763527629635,0.0060288791831744045,0.001185445179621918,-15.78369569148772,1.980670954057729,126.235203546459,-33.26580343471264,93.10998711952338,0.19889507282861257,0,0,1,1,0,1
46,0,0.048341295570403356,0.14234423638089666,0.13847507370090145,0.11030871252271437,0.07296005473428765,22.62463095044154,7.975151167552802,8.993796768513453,0.15629704350070964,0.11200004380328166,0.05972857068970379,2152.647117029893,3.5088840126869276,181.6118009240093,0.3890731506181365,0.010865118433090033,0.0020582846598235856,18.22385487489648,2.7737019188011267,153.28525293974715,-6.546431307239664,112.27745116566086,0.4506250298471918,0,0,1,1,1,0
47,0,0.11932544579693247,0.14002257869981244,0.06678694989725649,0.10256092323048213,0.059736889809678805,31.773003092446228,24.378916449311326,4.17814461779763,0.15104204044808672,0.10877138038332779,0.007775764574867023,3064.8507206560553,7.475757609772299,522.7715774518093,0.42033219698721647,0.011419515931826182,0.0020528815261881385,151.8786256661826,5.938636800448179,433.019742411536,100.08884098545074,110.86350298470516,0.36286681493973433,0,0,1,0,1,1
48,0,0.10864011851959356,0.12808916482312943,0.060867598759268185,0.05013562509903811,0.07684377863175682,26.2041275902107,13.761454945960589,10.863999197699279,0.22215343625136302,0.08415684345897592,0.0580467930693767,2311.7354168929123,3.795674832496114,213.95374268701798,0.37156553199474596,0.010191166161429434,0.001957877005798416,27.886618345556393,3.021407038102749,173.0333634308984,1.7994285075050076,149.70058518350524,0.32751369963980037,0,0,1,1,1,0
49,0,0.10402803507790473,0.09858524198023051,0.12892622431362338,0.031503864189460426,0.05395788665971058,5.120104251793243,11.505561048018663,-3.2993742583908463,0.2178272018991651,0.08784196495665175,0.029340282271551908,2834.78093262746,2.277747699615124,176.44521105462334,0.20944517371572244,0.004067033469797174,0.0008756514367194405,-23.256479123479657,1.805673382692625,147.82900772079464,-39.16194802248568,186.8711627528159,0.34561758180148405,0,0,1,1,0,0
50,0,0.088080314758913,0.055062965220477794,0.033724171140041254,0.04679533582946113,0.03213933531348892,6.958700774093981,4.6124473085769395,11.467651075618257,0.12514667288440903,0.061561875331986114,0.044915233173553504,2408.9005082577382,1.8887501448751114,110.59582627768148,0.2523160261563956,0.004670333778829914,0.0008944623106248588,-36.36286573870918,1.5047941651359862,88.12543607147134,-49.299387967116374,74.79636616706021,0.07714627731128962,0,0,1,1,0,1
51,0,0.06756827051056452,0.06306525359258564,0.06190714610515808,0.09105363489906497,0.04015472752373367,8.328088410245991,14.750995798779739,8.400160864165647,0.09200887122179072,0.04227649060286489,0.0033812858150331217,3013.5955226617134,4.998769033659715,342.13898347791127,0.35116712597476596,0.007897766372313144,0.0014132779159675409,68.42213725268581,3.9510356543868053,284.145113607283,33.121147385000185,59.192232466964064,0.08272023941780123,1,1,1,1,1,1
52,0,0.040764890712224826,0.05614914229813346,0.13712288818954746,0.08426518845299755,0.02438330842006428,17.645633602644047,10.330222411492613,0.3032525566689923,0.23683147694889345,0.1156126297427921,0.0387049895243529,2282.864439523285,2.2596147194722986,120.33689805774733,0.303441228569535,0.006221359312348646,0.0011435057190112205,-23.867428589208263,1.7896399364324738,99.40112027094935,-39.70215847599482,144.65232639692246,0.3098405378863203,0,0,1,1,0,1
53,0,0.12969702333342276,0.03464976648096021,0.11522508880372097,0.10751955849860426,0.07874259888921385,13.92622334276471,8.441456394794262,-2.1591972362904652,0.2499566710248708,0.08106276847314875,0.05500490729021385,2548.7020595955164,3.157387076367069,191.56886740422405,0.31483906697515274,0.006974303182775466,0.0013081201025471525,6.380966184874293,2.4943145171300705,165.87653608619817,-15.959753465967975,161.94462544521832,0.4411561572850092,1,0,1,1,1,1
54,0,0.05966525087211924,0.08761893889952234,0.10730602019542766,0.08994296251478827,0.07467058670178431,30.367101588745758,18.772259723735104,7.636152027380588,0.2227367776240209,0.0718370391076911,0.0201275486988131,3112.8799603281323,8.05717069935156,565.3545790300323,0.4348853129494144,0.011930783174803878,0.002118915759110259,171.4680154768046,6.38299605354245,467.3032605685312,115.06051393337096,97.64368224590342,0.28439412226512806,0,0,1,0,1,1
55,0,0.08052579167554366,0.14833126539175673,0.11424945550802176,0.026593467652042898,0.04991454242178929,10.94887203417251,7.145614383469878,-2.351322483665335,0.21037537135307688,0.06261867444879096,0.039216513349806345,2455.7485482695565,1.4156826017241917,94.32240158520514,0.19197991715724305,0.003368288157969938,0.0007200175129413713,-52.301799133281946,1.123890395215307,77.9315745791421,-62.133072937489665,245.32736299082455,0.3543793052086792,0,0,1,1,0,1
56,0,0.12336915223424424,0.09415586836720789,0.04723478149669297,0.07204502529940633,0.06218745677666411,35.9816887797629,17.941810784213523,3.4356419191308802,0.16878745617394889,0.04612531811619994,0.027901659760657723,3048.983508254769,5.187164481645566,343.6116289585351,0.3696144857436618,0.00800628424050975,0.0013705109989726155,74.76969277781558,4.116969470662455,287.7214242786125,38.71190938889673,123.49228555430358,0.21057104871899973,0,0,1,0,1,1
57,0,0.05430286665198507,0.11965996112535326,0.08810168453506276,0.040173923327073466,0.042795086853666134,7.396887432434517,15.573154907376363,1.1019462352312281,0.10862213771543489,0.08747824040993205,0.009257328129005713,2127.5648752327324,1.5381035493706925,82.04058655174748,0.24996051604983066,0.004875633882310566,0.0009630752435865972,-48.17710413171521,1.2249277338909035,65.41902523599246,-58.7288499362903,90.14235035575597,0.15072529904762766,0,0,1,1,0,1
58,0,0.04194035133812206,0.1438333998576125,0.12365191818043705,0.06357534107587987,0.03017299459506638,20.728756411495308,15.903742878521346,6.065523755095256,0.21659495897844888,0.1015338526273894,0.0008180621704028675,2578.4944611278383,3.246433923647722,185.1071976766274,0.33971001733748285,0.007006244642505474,0.0012206877756730096,9.381196888400334,2.570186193977619,151.0566156459724,-13.403430122047876,221.3715349077448,0.3961821485277381,1,0,1,1,1,1
59,0,0.11150795316174887,0.14583583009052048,0.14396028612703737,0.09431441703284364,0.04071295189213404,16.307990332347117,13.216978898008657,14.11141849640709,0.09288048906708816,0.04792014076738135,0.01761847787046849,2276.367939231743,3.627232788605992,196.33789728552313,0.37825163610016926,0.010043882968677057,0.0018817271561037767,22.21134732499972,2.8701067692407793,161.72214633446197,-3.2982894460653833,94.82409017409437,0.2564741592483352,1,0,1,1,1,1
60,0,0.12022837975263619,0.09473049015324024,0.07986855342145513,0.044781144909408474,0.03874805117903574,17.895592123758163,5.262669725588685,4.754220639650047,0.2072216374306335,0.09580415310520513,0.00011985081435269167,2192.4561509503574,0.5990453791923419,53.297985420813454,0.09351916013094742,0.0017881709107388265,0.0005717391646223133,-79.81653035066233,0.47737148983726185,42.60892169558888,-83.91605492462055,191.71367133552013,0.27876275976731757,0,0,1,1,0,1
61,0,0.07227341988092806,0.06198031302994297,0.06603490099059156,0.05597459361189265,0.07266364816686327,28.063878704978652,9.700470230466184,5.478221287461761,0.1838599804116173,0.0930141309656585,0.05649089980728436,2297.3940327251457,2.602498692484257,139.92097752347934,0.3225705815632354,0.007075068976284391,0.0013045365825228345,-12.314734080719115,2.06750801161406,114.04535615026008,-30.340026562868594,63.219422017695464,0.15418143334465925,0,0,1,1,0,1
62,0,0.09699295872830525,0.10931381348293405,0.08214757804361267,0.06604077467075964,0.03273536761082925,18.287471207926668,14.503016373919309,-0.5115315273610923,0.1362000784808077,0.08964383456094137,0.026275142375823436,2955.155427173903,4.018605759198171,274.17027965465314,0.3158744772682748,0.00660276564063842,0.0012010450285648681,35.39776816705429,3.1827872907629398,224.17450735737097,7.236768556702833,106.44546194226307,0.20485087844532596,1,1,1,1,1,1
